Postcode,Offence,Year,State,LGA,violence_count,Person_Population_Number_Total,Population_Density
2164,Liquor offences,2008,New South Wales,Cumberland,302,NA,NA
2165,Liquor offences,2008,New South Wales,Cumberland,1465,NA,NA
2190,Liquor offences,2008,New South Wales,Cumberland,29,NA,NA
2311,Liquor offences,2008,New South Wales,Dungog,2,NA,NA
2320,Liquor offences,2008,New South Wales,Dungog,536,NA,NA
2321,Liquor offences,2008,New South Wales,Dungog,57,NA,NA
2324,Liquor offences,2008,New South Wales,Dungog,303,NA,NA
2330,Liquor offences,2008,New South Wales,Dungog,288,NA,NA
2335,Liquor offences,2008,New South Wales,Dungog,54,NA,NA
2336,Liquor offences,2008,New South Wales,Dungog,31,NA,NA
2337,Liquor offences,2008,New South Wales,Dungog,210,NA,NA
2415,Liquor offences,2008,New South Wales,Dungog,4,NA,NA
2420,Liquor offences,2008,New South Wales,Dungog,27,NA,NA
2421,Liquor offences,2008,New South Wales,Dungog,10,NA,NA
2422,Liquor offences,2008,New South Wales,Dungog,67,NA,NA
2425,Liquor offences,2008,New South Wales,Dungog,28,NA,NA
2707,Liquor offences,2008,New South Wales,Edward River,15,NA,NA
2710,Liquor offences,2008,New South Wales,Edward River,701,NA,NA
2711,Liquor offences,2008,New South Wales,Edward River,211,NA,NA
2713,Liquor offences,2008,New South Wales,Edward River,133,NA,NA
2714,Liquor offences,2008,New South Wales,Edward River,136,NA,NA
2716,Liquor offences,2008,New South Wales,Edward River,37,NA,NA
2733,Liquor offences,2008,New South Wales,Edward River,35,NA,NA
2536,Liquor offences,2008,New South Wales,Eurobodalla,917,NA,NA
2537,Liquor offences,2008,New South Wales,Eurobodalla,323,NA,NA
2538,Liquor offences,2008,New South Wales,Eurobodalla,120,NA,NA
2545,Liquor offences,2008,New South Wales,Eurobodalla,26,NA,NA
2546,Liquor offences,2008,New South Wales,Eurobodalla,269,NA,NA
2550,Liquor offences,2008,New South Wales,Eurobodalla,316,NA,NA
2622,Liquor offences,2008,New South Wales,Eurobodalla,91,NA,NA
2630,Liquor offences,2008,New South Wales,Eurobodalla,410,NA,NA
2145,Liquor offences,2008,New South Wales,Fairfield,247,NA,NA
2148,Liquor offences,2008,New South Wales,Fairfield,1408,NA,NA
2161,Liquor offences,2008,New South Wales,Fairfield,199,NA,NA
2162,Liquor offences,2008,New South Wales,Fairfield,79,NA,NA
2163,Liquor offences,2008,New South Wales,Fairfield,28,NA,NA
2164,Liquor offences,2008,New South Wales,Fairfield,302,NA,NA
2165,Liquor offences,2008,New South Wales,Fairfield,1465,NA,NA
2166,Liquor offences,2008,New South Wales,Fairfield,775,NA,NA
2168,Liquor offences,2008,New South Wales,Fairfield,64,NA,NA
2170,Liquor offences,2008,New South Wales,Fairfield,1603,NA,NA
2171,Liquor offences,2008,New South Wales,Fairfield,22,NA,NA
2175,Liquor offences,2008,New South Wales,Fairfield,32,NA,NA
2176,Liquor offences,2008,New South Wales,Fairfield,775,NA,NA
2177,Liquor offences,2008,New South Wales,Fairfield,203,NA,NA
2178,Liquor offences,2008,New South Wales,Fairfield,11,NA,NA
2198,Liquor offences,2008,New South Wales,Fairfield,10,NA,NA
2759,Liquor offences,2008,New South Wales,Fairfield,58,NA,NA
2766,Liquor offences,2008,New South Wales,Fairfield,244,NA,NA
2640,Liquor offences,2008,New South Wales,Federation,1446,NA,NA
2642,Liquor offences,2008,New South Wales,Federation,37,NA,NA
2643,Liquor offences,2008,New South Wales,Federation,33,NA,NA
2645,Liquor offences,2008,New South Wales,Federation,4,NA,NA
2646,Liquor offences,2008,New South Wales,Federation,169,NA,NA
2647,Liquor offences,2008,New South Wales,Federation,147,NA,NA
2652,Liquor offences,2008,New South Wales,Federation,176,NA,NA
2656,Liquor offences,2008,New South Wales,Federation,101,NA,NA
2700,Liquor offences,2008,New South Wales,Federation,242,NA,NA
2707,Liquor offences,2008,New South Wales,Federation,15,NA,NA
2716,Liquor offences,2008,New South Wales,Federation,37,NA,NA
2671,Liquor offences,2008,New South Wales,Forbes,253,NA,NA
2805,Liquor offences,2008,New South Wales,Forbes,7,NA,NA
2806,Liquor offences,2008,New South Wales,Forbes,26,NA,NA
2810,Liquor offences,2008,New South Wales,Forbes,78,NA,NA
2870,Liquor offences,2008,New South Wales,Forbes,524,NA,NA
2871,Liquor offences,2008,New South Wales,Forbes,215,NA,NA
2875,Liquor offences,2008,New South Wales,Forbes,20,NA,NA
2876,Liquor offences,2008,New South Wales,Forbes,5,NA,NA
2877,Liquor offences,2008,New South Wales,Forbes,502,NA,NA
2207,Liquor offences,2008,New South Wales,Georges River,55,NA,NA
2208,Liquor offences,2008,New South Wales,Georges River,25,NA,NA
2209,Liquor offences,2008,New South Wales,Georges River,58,NA,NA
2210,Liquor offences,2008,New South Wales,Georges River,334,NA,NA
2216,Liquor offences,2008,New South Wales,Georges River,221,NA,NA
2217,Liquor offences,2008,New South Wales,Georges River,260,NA,NA
2218,Liquor offences,2008,New South Wales,Georges River,75,NA,NA
2219,Liquor offences,2008,New South Wales,Georges River,46,NA,NA
2220,Liquor offences,2008,New South Wales,Georges River,201,NA,NA
2221,Liquor offences,2008,New South Wales,Georges River,45,NA,NA
2222,Liquor offences,2008,New South Wales,Georges River,20,NA,NA
2223,Liquor offences,2008,New South Wales,Georges River,306,NA,NA
2224,Liquor offences,2008,New South Wales,Georges River,53,NA,NA
2357,Liquor offences,2008,New South Wales,Gilgandra,157,NA,NA
2817,Liquor offences,2008,New South Wales,Gilgandra,3,NA,NA
2821,Liquor offences,2008,New South Wales,Gilgandra,134,NA,NA
2822,Liquor offences,2008,New South Wales,Gilgandra,1,NA,NA
2823,Liquor offences,2008,New South Wales,Gilgandra,111,NA,NA
2827,Liquor offences,2008,New South Wales,Gilgandra,238,NA,NA
2828,Liquor offences,2008,New South Wales,Gilgandra,29,NA,NA
2830,Liquor offences,2008,New South Wales,Gilgandra,868,NA,NA
2842,Liquor offences,2008,New South Wales,Gilgandra,16,NA,NA
2360,Liquor offences,2008,New South Wales,Glen Innes Severn,393,NA,NA
2365,Liquor offences,2008,New South Wales,Glen Innes Severn,61,NA,NA
2370,Liquor offences,2008,New South Wales,Glen Innes Severn,122,NA,NA
2371,Liquor offences,2008,New South Wales,Glen Innes Severn,23,NA,NA
2372,Liquor offences,2008,New South Wales,Glen Innes Severn,234,NA,NA
2460,Liquor offences,2008,New South Wales,Glen Innes Severn,590,NA,NA
2540,Liquor offences,2008,New South Wales,Goulburn Mulwaree,845,NA,NA
2577,Liquor offences,2008,New South Wales,Goulburn Mulwaree,293,NA,NA
2579,Liquor offences,2008,New South Wales,Goulburn Mulwaree,19,NA,NA
2580,Liquor offences,2008,New South Wales,Goulburn Mulwaree,1326,NA,NA
2581,Liquor offences,2008,New South Wales,Goulburn Mulwaree,14,NA,NA
2622,Liquor offences,2008,New South Wales,Goulburn Mulwaree,91,NA,NA
2640,Liquor offences,2008,New South Wales,Greater Hume Shire,1446,NA,NA
2641,Liquor offences,2008,New South Wales,Greater Hume Shire,154,NA,NA
2642,Liquor offences,2008,New South Wales,Greater Hume Shire,37,NA,NA
2643,Liquor offences,2008,New South Wales,Greater Hume Shire,33,NA,NA
2644,Liquor offences,2008,New South Wales,Greater Hume Shire,35,NA,NA
2646,Liquor offences,2008,New South Wales,Greater Hume Shire,169,NA,NA
2650,Liquor offences,2008,New South Wales,Greater Hume Shire,3743,NA,NA
2652,Liquor offences,2008,New South Wales,Greater Hume Shire,176,NA,NA
2653,Liquor offences,2008,New South Wales,Greater Hume Shire,57,NA,NA
2656,Liquor offences,2008,New South Wales,Greater Hume Shire,101,NA,NA
2658,Liquor offences,2008,New South Wales,Greater Hume Shire,4,NA,NA
2659,Liquor offences,2008,New South Wales,Greater Hume Shire,5,NA,NA
2660,Liquor offences,2008,New South Wales,Greater Hume Shire,7,NA,NA
3691,Liquor offences,2008,New South Wales,Greater Hume Shire,1,NA,NA
2652,Liquor offences,2008,New South Wales,Griffith,176,NA,NA
2665,Liquor offences,2008,New South Wales,Griffith,233,NA,NA
2680,Liquor offences,2008,New South Wales,Griffith,744,NA,NA
2681,Liquor offences,2008,New South Wales,Griffith,2,NA,NA
2705,Liquor offences,2008,New South Wales,Griffith,439,NA,NA
2706,Liquor offences,2008,New South Wales,Griffith,31,NA,NA
2582,Liquor offences,2008,New South Wales,Gundagai,314,NA,NA
2587,Liquor offences,2008,New South Wales,Gundagai,124,NA,NA
2588,Liquor offences,2008,New South Wales,Gundagai,9,NA,NA
2590,Liquor offences,2008,New South Wales,Gundagai,350,NA,NA
2594,Liquor offences,2008,New South Wales,Gundagai,390,NA,NA
2650,Liquor offences,2008,New South Wales,Gundagai,3743,NA,NA
2652,Liquor offences,2008,New South Wales,Gundagai,176,NA,NA
2663,Liquor offences,2008,New South Wales,Gundagai,340,NA,NA
2666,Liquor offences,2008,New South Wales,Gundagai,510,NA,NA
2720,Liquor offences,2008,New South Wales,Gundagai,310,NA,NA
2722,Liquor offences,2008,New South Wales,Gundagai,159,NA,NA
2725,Liquor offences,2008,New South Wales,Gundagai,9,NA,NA
2726,Liquor offences,2008,New South Wales,Gundagai,5,NA,NA
2727,Liquor offences,2008,New South Wales,Gundagai,5,NA,NA
2729,Liquor offences,2008,New South Wales,Gundagai,50,NA,NA
2340,Liquor offences,2008,New South Wales,Gunnedah,1150,NA,NA
2341,Liquor offences,2008,New South Wales,Gunnedah,22,NA,NA
2342,Liquor offences,2008,New South Wales,Gunnedah,2,NA,NA
2343,Liquor offences,2008,New South Wales,Gunnedah,176,NA,NA
2344,Liquor offences,2008,New South Wales,Gunnedah,0,NA,NA
2346,Liquor offences,2008,New South Wales,Gunnedah,99,NA,NA
2347,Liquor offences,2008,New South Wales,Gunnedah,15,NA,NA
2357,Liquor offences,2008,New South Wales,Gunnedah,157,NA,NA
2379,Liquor offences,2008,New South Wales,Gunnedah,5,NA,NA
2380,Liquor offences,2008,New South Wales,Gunnedah,281,NA,NA
2381,Liquor offences,2008,New South Wales,Gunnedah,21,NA,NA
2382,Liquor offences,2008,New South Wales,Gunnedah,73,NA,NA
2388,Liquor offences,2008,New South Wales,Gunnedah,142,NA,NA
2347,Liquor offences,2008,New South Wales,Gwydir,15,NA,NA
2359,Liquor offences,2008,New South Wales,Gwydir,7,NA,NA
2360,Liquor offences,2008,New South Wales,Gwydir,393,NA,NA
2390,Liquor offences,2008,New South Wales,Gwydir,358,NA,NA
2399,Liquor offences,2008,New South Wales,Gwydir,13,NA,NA
2400,Liquor offences,2008,New South Wales,Gwydir,462,NA,NA
2401,Liquor offences,2008,New South Wales,Gwydir,6,NA,NA
2402,Liquor offences,2008,New South Wales,Gwydir,39,NA,NA
2403,Liquor offences,2008,New South Wales,Gwydir,13,NA,NA
2404,Liquor offences,2008,New South Wales,Gwydir,51,NA,NA
2408,Liquor offences,2008,New South Wales,Gwydir,9,NA,NA
2409,Liquor offences,2008,New South Wales,Gwydir,98,NA,NA
2410,Liquor offences,2008,New South Wales,Gwydir,5,NA,NA
2411,Liquor offences,2008,New South Wales,Gwydir,1,NA,NA
2250,Liquor offences,2008,New South Wales,Hawkesbury,1287,NA,NA
2325,Liquor offences,2008,New South Wales,Hawkesbury,303,NA,NA
2330,Liquor offences,2008,New South Wales,Hawkesbury,288,NA,NA
2749,Liquor offences,2008,New South Wales,Hawkesbury,15,NA,NA
2753,Liquor offences,2008,New South Wales,Hawkesbury,181,NA,NA
2754,Liquor offences,2008,New South Wales,Hawkesbury,39,NA,NA
2755,Liquor offences,2008,New South Wales,Hawkesbury,20,NA,NA
2756,Liquor offences,2008,New South Wales,Hawkesbury,298,NA,NA
2757,Liquor offences,2008,New South Wales,Hawkesbury,9,NA,NA
2758,Liquor offences,2008,New South Wales,Hawkesbury,11,NA,NA
2765,Liquor offences,2008,New South Wales,Hawkesbury,81,NA,NA
2775,Liquor offences,2008,New South Wales,Hawkesbury,25,NA,NA
2777,Liquor offences,2008,New South Wales,Hawkesbury,239,NA,NA
2786,Liquor offences,2008,New South Wales,Hawkesbury,8,NA,NA
2787,Liquor offences,2008,New South Wales,Hawkesbury,80,NA,NA
2790,Liquor offences,2008,New South Wales,Hawkesbury,231,NA,NA
2849,Liquor offences,2008,New South Wales,Hawkesbury,47,NA,NA
2710,Liquor offences,2008,New South Wales,Hay,701,NA,NA
2711,Liquor offences,2008,New South Wales,Hay,211,NA,NA
2733,Liquor offences,2008,New South Wales,Hay,35,NA,NA
2878,Liquor offences,2008,New South Wales,Hay,29,NA,NA
2581,Liquor offences,2008,New South Wales,Hilltops,14,NA,NA
2582,Liquor offences,2008,New South Wales,Hilltops,314,NA,NA
2583,Liquor offences,2008,New South Wales,Hilltops,119,NA,NA
2584,Liquor offences,2008,New South Wales,Hilltops,3,NA,NA
2585,Liquor offences,2008,New South Wales,Hilltops,3,NA,NA
2586,Liquor offences,2008,New South Wales,Hilltops,55,NA,NA
2587,Liquor offences,2008,New South Wales,Hilltops,124,NA,NA
2588,Liquor offences,2008,New South Wales,Hilltops,9,NA,NA
2590,Liquor offences,2008,New South Wales,Hilltops,350,NA,NA
2594,Liquor offences,2008,New South Wales,Hilltops,390,NA,NA
2666,Liquor offences,2008,New South Wales,Hilltops,510,NA,NA
2725,Liquor offences,2008,New South Wales,Hilltops,9,NA,NA
2726,Liquor offences,2008,New South Wales,Hilltops,5,NA,NA
2727,Liquor offences,2008,New South Wales,Hilltops,5,NA,NA
2793,Liquor offences,2008,New South Wales,Hilltops,8,NA,NA
2794,Liquor offences,2008,New South Wales,Hilltops,252,NA,NA
2803,Liquor offences,2008,New South Wales,Hilltops,0,NA,NA
2807,Liquor offences,2008,New South Wales,Hilltops,2,NA,NA
2808,Liquor offences,2008,New South Wales,Hilltops,4,NA,NA
2809,Liquor offences,2008,New South Wales,Hilltops,0,NA,NA
2810,Liquor offences,2008,New South Wales,Hilltops,78,NA,NA
2074,Liquor offences,2008,New South Wales,Hornsby,28,NA,NA
2076,Liquor offences,2008,New South Wales,Hornsby,29,NA,NA
2077,Liquor offences,2008,New South Wales,Hornsby,355,NA,NA
2079,Liquor offences,2008,New South Wales,Hornsby,1,NA,NA
2080,Liquor offences,2008,New South Wales,Hornsby,0,NA,NA
2081,Liquor offences,2008,New South Wales,Hornsby,23,NA,NA
2082,Liquor offences,2008,New South Wales,Hornsby,12,NA,NA
2083,Liquor offences,2008,New South Wales,Hornsby,7,NA,NA
2118,Liquor offences,2008,New South Wales,Hornsby,57,NA,NA
2119,Liquor offences,2008,New South Wales,Hornsby,20,NA,NA
2120,Liquor offences,2008,New South Wales,Hornsby,53,NA,NA
2121,Liquor offences,2008,New South Wales,Hornsby,215,NA,NA
2122,Liquor offences,2008,New South Wales,Hornsby,283,NA,NA
2125,Liquor offences,2008,New South Wales,Hornsby,3,NA,NA
2126,Liquor offences,2008,New South Wales,Hornsby,10,NA,NA
2154,Liquor offences,2008,New South Wales,Hornsby,390,NA,NA
2156,Liquor offences,2008,New South Wales,Hornsby,0,NA,NA
2157,Liquor offences,2008,New South Wales,Hornsby,1,NA,NA
2158,Liquor offences,2008,New South Wales,Hornsby,8,NA,NA
2159,Liquor offences,2008,New South Wales,Hornsby,7,NA,NA
2756,Liquor offences,2008,New South Wales,Hornsby,298,NA,NA
2775,Liquor offences,2008,New South Wales,Hornsby,25,NA,NA
2110,Liquor offences,2008,New South Wales,Hunters Hill,92,NA,NA
2111,Liquor offences,2008,New South Wales,Hunters Hill,127,NA,NA
2113,Liquor offences,2008,New South Wales,Hunters Hill,89,NA,NA
2015,Liquor offences,2008,New South Wales,Inner West,74,NA,NA
2020,Liquor offences,2008,New South Wales,Inner West,92,NA,NA
2037,Liquor offences,2008,New South Wales,Inner West,161,NA,NA
2038,Liquor offences,2008,New South Wales,Inner West,24,NA,NA
2039,Liquor offences,2008,New South Wales,Inner West,163,NA,NA
2040,Liquor offences,2008,New South Wales,Inner West,201,NA,NA
2041,Liquor offences,2008,New South Wales,Inner West,257,NA,NA
2042,Liquor offences,2008,New South Wales,Inner West,1266,NA,NA
2043,Liquor offences,2008,New South Wales,Inner West,109,NA,NA
2044,Liquor offences,2008,New South Wales,Inner West,162,NA,NA
2045,Liquor offences,2008,New South Wales,Inner West,32,NA,NA
2046,Liquor offences,2008,New South Wales,Inner West,93,NA,NA
2048,Liquor offences,2008,New South Wales,Inner West,11,NA,NA
2049,Liquor offences,2008,New South Wales,Inner West,182,NA,NA
2050,Liquor offences,2008,New South Wales,Inner West,75,NA,NA
2110,Liquor offences,2008,New South Wales,Inner West,92,NA,NA
2130,Liquor offences,2008,New South Wales,Inner West,101,NA,NA
2131,Liquor offences,2008,New South Wales,Inner West,315,NA,NA
2132,Liquor offences,2008,New South Wales,Inner West,21,NA,NA
2133,Liquor offences,2008,New South Wales,Inner West,47,NA,NA
2193,Liquor offences,2008,New South Wales,Inner West,106,NA,NA
2203,Liquor offences,2008,New South Wales,Inner West,68,NA,NA
2204,Liquor offences,2008,New South Wales,Inner West,337,NA,NA
2205,Liquor offences,2008,New South Wales,Inner West,81,NA,NA
2206,Liquor offences,2008,New South Wales,Inner West,69,NA,NA
2359,Liquor offences,2008,New South Wales,Inverell,7,NA,NA
2360,Liquor offences,2008,New South Wales,Inverell,393,NA,NA
2361,Liquor offences,2008,New South Wales,Inverell,4,NA,NA
2365,Liquor offences,2008,New South Wales,Inverell,61,NA,NA
2369,Liquor offences,2008,New South Wales,Inverell,12,NA,NA
2370,Liquor offences,2008,New South Wales,Inverell,122,NA,NA
2371,Liquor offences,2008,New South Wales,Inverell,23,NA,NA
2372,Liquor offences,2008,New South Wales,Inverell,234,NA,NA
2402,Liquor offences,2008,New South Wales,Inverell,39,NA,NA
2403,Liquor offences,2008,New South Wales,Inverell,13,NA,NA
2404,Liquor offences,2008,New South Wales,Inverell,51,NA,NA
2408,Liquor offences,2008,New South Wales,Inverell,9,NA,NA
2409,Liquor offences,2008,New South Wales,Inverell,98,NA,NA
2410,Liquor offences,2008,New South Wales,Inverell,5,NA,NA
4385,Liquor offences,2008,New South Wales,Inverell,0,NA,NA
2590,Liquor offences,2008,New South Wales,Junee,350,NA,NA
2650,Liquor offences,2008,New South Wales,Junee,3743,NA,NA
2652,Liquor offences,2008,New South Wales,Junee,176,NA,NA
2663,Liquor offences,2008,New South Wales,Junee,340,NA,NA
2666,Liquor offences,2008,New South Wales,Junee,510,NA,NA
2722,Liquor offences,2008,New South Wales,Junee,159,NA,NA
2725,Liquor offences,2008,New South Wales,Junee,9,NA,NA
2729,Liquor offences,2008,New South Wales,Junee,50,NA,NA
2350,Liquor offences,2008,New South Wales,Kempsey,1100,NA,NA
2354,Liquor offences,2008,New South Wales,Kempsey,122,NA,NA
2431,Liquor offences,2008,New South Wales,Kempsey,265,NA,NA
2440,Liquor offences,2008,New South Wales,Kempsey,617,NA,NA
2441,Liquor offences,2008,New South Wales,Kempsey,36,NA,NA
2444,Liquor offences,2008,New South Wales,Kempsey,2663,NA,NA
2446,Liquor offences,2008,New South Wales,Kempsey,182,NA,NA
2447,Liquor offences,2008,New South Wales,Kempsey,116,NA,NA
2449,Liquor offences,2008,New South Wales,Kempsey,44,NA,NA
2453,Liquor offences,2008,New South Wales,Kempsey,35,NA,NA
2454,Liquor offences,2008,New South Wales,Kempsey,270,NA,NA
2527,Liquor offences,2008,New South Wales,Kiama,291,NA,NA
2529,Liquor offences,2008,New South Wales,Kiama,797,NA,NA
2533,Liquor offences,2008,New South Wales,Kiama,558,NA,NA
2534,Liquor offences,2008,New South Wales,Kiama,56,NA,NA
2535,Liquor offences,2008,New South Wales,Kiama,195,NA,NA
2577,Liquor offences,2008,New South Wales,Kiama,293,NA,NA
2067,Liquor offences,2008,New South Wales,Ku-ring-gai,402,NA,NA
2069,Liquor offences,2008,New South Wales,Ku-ring-gai,18,NA,NA
2070,Liquor offences,2008,New South Wales,Ku-ring-gai,18,NA,NA
2071,Liquor offences,2008,New South Wales,Ku-ring-gai,82,NA,NA
2072,Liquor offences,2008,New South Wales,Ku-ring-gai,24,NA,NA
2073,Liquor offences,2008,New South Wales,Ku-ring-gai,19,NA,NA
2074,Liquor offences,2008,New South Wales,Ku-ring-gai,28,NA,NA
2075,Liquor offences,2008,New South Wales,Ku-ring-gai,38,NA,NA
2076,Liquor offences,2008,New South Wales,Ku-ring-gai,29,NA,NA
2077,Liquor offences,2008,New South Wales,Ku-ring-gai,355,NA,NA
2079,Liquor offences,2008,New South Wales,Ku-ring-gai,1,NA,NA
2084,Liquor offences,2008,New South Wales,Ku-ring-gai,25,NA,NA
2085,Liquor offences,2008,New South Wales,Ku-ring-gai,14,NA,NA
2086,Liquor offences,2008,New South Wales,Ku-ring-gai,45,NA,NA
2087,Liquor offences,2008,New South Wales,Ku-ring-gai,23,NA,NA
2109,Liquor offences,2008,New South Wales,Ku-ring-gai,62,NA,NA
2113,Liquor offences,2008,New South Wales,Ku-ring-gai,89,NA,NA
